bd_mere;count;count_distinct;
CBN-ALP_2;4638879;1; FALSE
CBN-BAL_2;1241534;1; FALSE
CBN-BPA_1;4451960;1; FALSE
CBN-BPA_1_bryo;1833;1; FALSE
CBN-BRE_1;2453635;1; FALSE
CBN-BRE_2;2546;1; FALSE
CBN-COR_1;71126;1; FALSE
CBN-FRC_1;757522;1; FALSE
CBN-MCE_1;4401341;1; FALSE
CBN-PMP_1;752900;1; FALSE
CBN-SAT_1;182430;1; FALSE
MED;;;pas renseigné
